mprid,pending_date,listing_date,photo_count,type,bedrooms,year_built,sqft,price
2143739898,,2016-06-03,6,land,,,,349000
2158666393,2016-07-16,2016-06-20,25,single_family,3,1947,1290,1199000
2172078984,2016-04-11,2015-07-08,1,single_family,2,1927,1030,450000
2174836602,2016-07-20,2016-07-08,12,single_family,3,1988,1743,628000
2375467020,2016-06-23,2016-06-06,30,single_family,5,2005,3944,624000
2410505258,,2016-07-31,14,condo,0,,479,659000
2418677630,,2016-06-01,25,single_family,4,2003,2945,648800
2445774524,2016-06-16,2016-04-22,26,single_family,4,1967,2240,1250000
2450566118,,2016-06-22,20,single_family,4,1945,2276,1695000
2672927778,2016-05-19,2016-05-08,12,single_family,3,1960,1284,699000
2686186627,2016-06-23,2016-06-08,29,single_family,4,1954,1510,1249888
2749170625,,2016-05-07,36,single_family,4,1923,3645,2229000
2822927201,2016-07-22,2016-06-23,30,single_family,5,2003,4200,1339900
2837159519,2016-07-19,2016-07-19,25,single_family,4,2004,2088,449000
2855542268,2016-07-08,2016-06-27,21,condo,3,1977,1457,465000
2982219754,,2016-06-30,23,single_family,4,1999,2748,494950
1015945486,2016-06-17,2016-05-09,1,multi_family,7,1898,2348,485000
1136555656,,2016-06-20,30,single_family,5,1960,4000,1795800
1183774754,2016-06-07,2016-05-17,22,single_family,2,1940,1572,549000
1202144602,2016-07-07,2016-04-23,21,single_family,2,1913,844,285000
1238239892,2016-05-11,2016-04-29,26,single_family,3,1957,1677,799000
1358021742,,2016-02-14,20,single_family,3,1985,1999,887500
1567138615,,2016-07-29,18,single_family,3,1955,1132,449000
1591819888,,2016-07-14,23,condo,2,1990,1077,499995
1615119877,2016-05-26,2016-05-15,17,single_family,2,1950,1378,995000
1654739474,2016-07-26,2016-07-18,24,condo,2,1965,1054,275000
1659448648,,2016-04-08,22,single_family,2,1909,960,1970000
1682860739,,2016-07-19,30,single_family,4,1964,1857,1125000
1756804593,,2016-07-07,3,land,,,,179950
1816886921,2016-05-19,2016-05-05,25,condo,1,1974,758,279000
2031793006,2016-06-07,2016-06-03,7,condo,2,1972,947,300000
2069718030,,2016-07-28,25,condo,2,2005,1911,2100000
2103646299,,2016-02-17,5,land,,,,519000
2107244006,,2016-06-20,23,condo,3,1974,1620,1048000
2114598055,2016-06-05,2016-05-28,30,single_family,4,1983,2956,1199000
2120196995,,2016-06-20,11,condo,2,1967,1804,850000
2124149907,2016-04-16,2016-04-05,6,single_family,2,1941,1080,975000
2165021138,2016-06-16,2016-06-10,30,condo,2,1971,995,460000
2176407733,2016-06-07,2016-05-20,19,single_family,3,1953,1670,565000
2191740512,2016-06-16,2016-06-07,29,single_family,3,2004,1999,665000
2279926560,2016-05-10,2016-04-27,12,single_family,3,1952,1031,420000
2553808217,2016-07-16,2016-06-06,22,condo,1,1972,592,171900
2754970049,2016-07-20,2016-03-25,5,condo,3,1991,1578,684000
2776644732,,2016-06-09,17,condo,1,1911,330,429000
2797150571,,2016-07-27,14,condo,4,2006,2479,799000
2933453982,2016-07-11,2016-07-01,13,single_family,3,1950,1332,689000
2958063900,,2016-06-10,25,multi_family,,,5324,2349000
1111931824,,2016-06-27,18,condo,1,2010,817,595000
1148042094,,2016-05-06,17,single_family,4,1964,2903,3950000
1153984745,2016-07-30,2016-07-08,24,single_family,2,1941,860,448000
1175287230,2016-05-20,2016-05-06,30,single_family,4,1979,1672,449500
1498866522,,2016-06-24,0,single_family,3,1939,1316,499000
1603275207,2016-06-09,2016-06-06,25,condo,2,1965,1054,355000
1625768428,,2016-07-20,25,single_family,2,1924,1182,518000
1652488996,2016-05-27,2016-04-18,29,single_family,5,1968,2824,1475000
1668619188,,2016-05-26,29,single_family,4,1970,1676,1368888
1772934784,2016-05-12,2016-05-03,29,single_family,3,1954,1802,769000
1815776984,,2016-05-14,15,single_family,3,1956,1496,480000
1870812358,,2016-05-18,21,condo,3,1908,1761,1998000
1889213635,2016-07-07,2016-05-18,24,single_family,3,1972,1756,969999
1895212565,,2016-06-29,25,single_family,3,1904,2437,1599000
1963536446,2016-06-14,2016-05-20,22,single_family,3,1957,1717,525000
2047510249,2016-05-29,2016-05-17,30,single_family,4,1986,2006,885000
2056477584,2016-07-28,2016-07-15,36,single_family,3,1947,1663,1695000
2073393295,,2016-04-02,22,condo,2,1979,1379,379900
2115572442,2016-06-08,2016-05-26,16,single_family,3,1949,1500,1228000
2187040266,2016-07-29,2016-07-22,26,single_family,3,2000,2050,899000
2233897710,2016-07-08,2016-06-15,26,condo,2,1982,1215,459950
2375665915,2016-07-20,2016-07-09,30,single_family,5,1964,2200,899950
2464707733,,2016-05-19,24,single_family,5,1951,2750,3288000
2500857837,,2016-06-22,26,condo,2,1975,1384,695000
2559425561,2016-07-07,2016-06-02,29,condo,1,1965,693,549000
2788882057,2016-05-03,2016-05-03,1,single_family,4,1989,1789,904000
2796771064,2016-05-22,2016-04-26,25,condo,3,1999,1637,789000
2858724395,2016-05-24,2016-05-18,17,condo,2,1988,985,449000
2984688691,2016-06-21,2016-06-10,21,single_family,3,1950,1000,524950
1003807610,,2016-05-09,26,multi_family,,1911,16585,4980000
1041859748,2016-06-24,2016-05-07,14,condo,1,1970,705,395000
1177286658,,2016-07-27,29,single_family,3,2007,1775,714000
1262380061,2016-06-14,2016-05-20,11,single_family,3,1947,1380,749000
1318915672,,2016-06-05,16,condo,2,2009,1664,3750000
1456759156,2016-06-24,2016-06-17,21,single_family,4,1963,1734,625000
1475855796,,2016-07-29,17,single_family,3,1949,1551,1750000
1496348916,2016-06-09,2016-06-01,27,condo,2,1988,1252,729000
1499557791,2016-06-15,2016-06-09,15,single_family,2,1999,1022,345000
1616044188,2016-05-26,2016-05-18,30,single_family,3,2006,2112,429900
1671525931,,2016-07-08,30,single_family,4,2000,4196,2450000
1837625312,2016-06-11,2016-05-30,16,single_family,2,1916,1239,375000
1875066976,,2016-06-03,30,single_family,5,1929,1988,1600000
1934379071,2016-05-19,2016-05-02,18,single_family,3,1997,1075,425000
1974182246,2016-07-31,2016-07-19,1,single_family,3,1991,1972,998000
2007547524,2016-07-03,2016-05-06,24,single_family,3,1979,1488,499900
2141797516,,2016-07-15,13,condo,2,1979,877,499800
2162116351,2016-08-01,2016-07-20,23,single_family,3,1976,2475,1850000
2236842513,2016-07-29,2016-07-28,25,single_family,5,2011,2154,445000
2318591825,,2016-05-25,30,single_family,4,1975,2668,1570000
2378191837,,2016-07-09,5,single_family,4,1965,2280,1980000
2555850628,2016-06-09,2016-05-18,21,single_family,3,2004,1647,829900
2630986348,2016-07-11,2016-06-11,7,condo,1,1973,649,359000
2673316056,,2016-07-27,3,land,,,,125000
2677419348,2016-05-02,2016-04-13,21,condo,2,1982,1296,469900
2732415594,2016-07-15,2016-07-07,20,single_family,3,1975,1420,549000
2779359310,2016-06-08,2016-05-06,24,single_family,4,1949,2605,879500
2786075739,2016-05-05,2016-04-25,35,condo,3,1997,1638,819000
2811989754,,2016-04-05,24,single_family,4,1994,2318,439900
2909653608,2016-07-20,2016-06-02,28,condo,2,2002,1074,935000
2951664799,2016-06-29,2016-06-13,28,single_family,3,1883,2892,1250000
2980916149,,2016-07-25,36,single_family,5,1936,,1449000
2988266222,2016-07-06,2016-05-20,5,single_family,3,1954,1000,468000
1135226219,,2016-07-19,1,multi_family,,1908,912,228000
1193716537,,2016-07-14,17,condo,1,1986,1000,460000
1282661782,2016-05-13,2016-04-27,30,single_family,7,1991,6488,2588238
1324981431,2016-04-25,2016-02-23,27,single_family,5,2016,3581,694900
1412602162,,2016-07-13,23,single_family,3,1979,1296,1075000
1418960117,,2016-07-29,12,single_family,2,1927,938,435000
1480030437,2016-06-29,2016-06-20,28,single_family,3,1997,1286,399900
1499844547,2016-07-04,2016-06-22,24,single_family,3,1978,1065,300000
1520902066,2016-06-25,2016-06-15,27,single_family,3,1917,1184,399000
1534565033,,2016-07-23,30,condo,2,1981,904,309000
1648300231,,2016-06-23,17,condo,1,1993,586,695000
1660195220,2016-05-19,2016-05-16,36,single_family,4,1996,3180,4298000
1704221645,,2016-07-19,24,single_family,4,1978,1964,1088000
1737122214,2016-07-11,2016-06-25,9,single_family,3,1946,1107,650000
1853465080,,2016-06-16,1,single_family,4,2000,2199,425000
1872288936,2016-03-31,2016-03-11,4,single_family,4,1955,1423,675000
1879014139,2016-04-12,2016-03-25,20,condo,2,1972,1169,399000
2123742733,,2016-05-23,8,condo,2,1978,821,228000
2163674153,,2016-07-08,18,single_family,3,1991,1335,386950
2223325555,2016-05-05,2016-04-04,18,single_family,3,1964,1238,439900
2297014844,,2016-07-18,19,single_family,4,1988,2811,1250000
2488335379,2016-06-16,2016-05-09,29,single_family,5,1994,3023,1469000
2504502501,2016-05-02,2016-04-21,30,single_family,3,1987,1600,659900
2526498517,2016-07-04,2016-06-20,17,single_family,3,1964,1528,795000
2594528856,2016-06-28,2016-06-23,36,single_family,3,1917,1730,1500000
2629016238,2016-03-18,2016-03-08,2,single_family,2,1928,1380,528000
2675950324,2016-04-08,2016-03-18,1,single_family,4,2002,2207,685000
2708966206,2016-07-27,2016-07-13,13,condo,2,1962,759,559000
2766037573,,2016-05-15,13,single_family,4,2016,2363,586490
2851961801,,2016-05-29,31,condo,4,1910,1808,1190000
2947043392,2016-07-19,2016-07-13,23,condo,2,1972,855,325000
2997163397,,2016-06-22,8,single_family,5,1998,3243,529999
1027547700,2016-06-25,2016-05-05,36,single_family,4,1975,1816,875000
1073881951,,2015-07-10,28,single_family,4,2003,4816,1599000
1106496562,,2016-06-14,17,single_family,4,1969,1414,659900
1127946031,2016-06-27,2015-07-16,13,condo,3,2005,1483,340000
1281134949,2016-07-13,2016-07-11,21,single_family,2,1926,954,829000
1347426842,2016-06-02,2016-05-24,20,single_family,4,1998,1629,385000
1351033414,2016-07-14,2016-07-09,23,single_family,3,1954,960,359888
1419913134,,2016-02-10,28,condo,3,2006,1550,358000
1589665312,2016-05-10,2016-04-15,36,single_family,4,1961,5800,5300000
1691569597,2016-06-02,2016-05-18,26,single_family,3,1983,1361,649000
1845051077,2016-05-26,2016-05-20,26,condo,4,2001,1658,1449000
1851469746,2016-04-16,2016-04-15,21,single_family,4,2002,2202,399000
1908204623,,2016-04-28,9,single_family,3,1948,1350,1150000
2063305597,,2016-07-07,17,single_family,3,1952,1725,559888
2077543450,,2016-07-09,14,single_family,3,1925,1004,529000
2104056224,,2016-03-13,17,land,,,,299000
2118174729,,2016-07-14,21,condo,1,2007,,655000
2246003393,2016-06-23,2016-05-25,30,single_family,4,2004,2532,1158000
2333059570,,2016-07-26,19,single_family,5,1996,2483,984500
2632216035,,2016-07-14,25,single_family,4,1978,2321,1150000
2715298513,,2016-07-13,23,single_family,4,2009,1538,989000
2783948431,2016-05-04,2016-03-18,12,single_family,2,1946,880,419900
2812895845,2016-05-12,2016-05-05,27,single_family,4,1966,1911,959000
2891943727,2016-05-20,2016-05-09,25,condo,2,2001,1058,1095000
2908295466,,2016-04-29,32,single_family,5,2016,4485,9995000
1081512695,2016-07-31,2016-07-21,30,single_family,4,1968,2141,750000
1113534259,2016-06-17,2016-06-03,36,condo,2,1900,1410,1149000
1202599161,,2016-05-11,36,single_family,2,1972,3248,2495000
1231692459,2016-06-12,2016-05-27,27,multi_family,3,1924,1843,885000
1326822994,,2016-05-18,16,single_family,1,1920,659,475000
1573969714,,2016-03-03,3,land,,,,5888000
1782668255,,2016-07-09,1,single_family,2,1925,500,170000
1852000213,2015-03-18,2014-12-06,1,single_family,5,2005,3118,475000
1927181669,,2016-07-20,10,single_family,2,1971,1120,699888
1956373374,2016-06-28,2016-06-20,27,single_family,5,2002,3105,499950
1987372128,,2016-06-01,28,single_family,3,1987,3500,1899000
1997074937,,2016-06-09,20,condo,2,2007,1245,1088000
2046923104,,2016-04-14,30,single_family,5,2016,4589,3199900
2048315578,2016-06-08,2016-04-03,30,single_family,4,2002,3573,1600000
2066149181,2016-06-23,2016-05-20,20,single_family,3,1989,1119,360000
2099716928,,2016-04-29,33,multi_family,,1963,1750,1448000
2100984156,2016-06-17,2016-05-27,22,single_family,4,2007,2600,1598000
2113086997,2016-05-24,2016-04-29,34,single_family,3,1958,1120,750000
2138941489,2016-05-28,2016-01-14,17,single_family,3,2007,1450,335000
2218225531,,2016-04-22,9,single_family,3,1910,720,485000
2245324169,,2016-07-22,28,single_family,4,1989,2292,1054000
2267906994,,2016-08-01,3,single_family,4,1991,2070,430000
2325429224,2016-06-01,2016-04-23,18,multi_family,5,1915,1529,318000
2474592532,2016-06-26,2016-05-06,23,single_family,3,1955,1350,1088000
2489940628,2016-07-22,2016-07-13,27,single_family,4,1983,1972,889888
2510748689,,2016-05-30,30,single_family,4,1968,3360,2179000
2571318074,,2016-07-27,23,single_family,5,1934,2140,579000
2587711940,,2016-07-07,20,single_family,3,1976,1564,549000
2643258126,2016-05-04,2016-04-23,14,single_family,3,1952,1046,465000
2662573257,,2016-07-28,22,condo,2,1981,1037,425000
2683545759,2016-07-25,2016-06-09,17,single_family,3,1967,1056,699000
2731942509,2016-07-21,2016-04-04,15,single_family,4,1972,1342,210000
2784583909,2016-05-14,2016-03-28,23,condo,2,1974,1196,839000
2805636046,,2016-08-01,1,single_family,5,2016,2874,495500
2964660097,2016-06-21,2016-06-02,26,single_family,3,1984,1520,519999
2982569637,,2016-04-12,30,single_family,5,2005,3474,1339000
1014489149,2016-05-19,2016-05-11,36,single_family,7,1917,8455,9800000
1093001277,2016-06-03,2016-05-14,16,single_family,3,1961,1230,785000
1096197527,,2016-07-31,10,single_family,3,1910,1228,249000
1388654346,2016-05-31,2016-05-11,10,single_family,5,1990,3262,799900
1549026480,2016-03-30,2016-03-17,23,single_family,2,1928,1265,399000
1608318367,2016-06-16,2016-05-19,19,condo,1,1989,,275000
1725360697,2016-04-14,2016-04-01,18,single_family,3,1951,998,465000
1809713883,,2016-06-07,16,multi_family,,1989,2600,1600000
1822006327,,2016-07-21,21,single_family,2,1999,2156,579950
2062758317,,2016-05-19,30,single_family,5,2002,9675,4489000
2109179818,2016-06-20,2016-05-23,14,condo,3,1988,1272,299000
2335563479,,2016-07-24,2,land,,,,210000
2422280076,,2016-07-21,9,single_family,3,1927,1440,699000
2461138455,2016-07-21,2016-07-12,24,single_family,3,2002,2058,499900
2502212893,2016-05-05,2016-04-22,36,single_family,2,1950,1040,998888
2740401878,2015-12-09,2015-07-06,6,single_family,3,1956,1174,229000
2784070960,,2013-10-03,19,single_family,2,1918,910,995000
2788749440,2016-07-23,2016-02-16,30,single_family,5,1914,2106,749000
2801742017,2016-06-14,2016-05-31,29,single_family,4,1965,2110,1850000
2819411088,2016-06-18,2016-06-15,21,single_family,3,1979,1614,649000
2890844488,2016-07-11,2016-07-08,13,single_family,3,1998,1358,285000
2944910245,,2016-07-28,11,multi_family,5,1895,2048,775000
2945390456,2016-04-28,2016-04-18,30,single_family,4,1988,2135,775000
1007566427,,2016-06-03,19,single_family,5,2013,2490,1099999
1015562251,,2016-08-01,22,single_family,4,1985,2331,789900
1022121455,2016-06-21,2016-06-09,12,single_family,3,1954,1240,1048000
1030671036,,2016-02-17,5,land,,,,375000
1039581450,2016-05-18,2016-04-17,17,single_family,3,1946,1282,445900
1048586204,2016-05-31,2016-04-23,30,single_family,4,2003,2483,677000
1145350449,,2016-04-19,32,single_family,4,1988,2855,1139000
1585309752,,2016-07-23,28,single_family,4,1947,2000,1449000
1588992049,,2016-05-25,16,single_family,4,1905,3852,2699999
1652531673,2016-07-31,2016-05-18,24,single_family,3,1954,1704,650000
1735799594,,2016-07-30,30,condo,1,1965,772,580000
1870897804,,2016-07-19,7,single_family,4,2014,2486,568800
1872454875,2016-07-15,2016-06-23,25,condo,3,1925,2205,2695000
1891915889,,2016-07-19,15,single_family,4,2003,2123,655995
2075502933,2016-04-23,2016-04-16,18,single_family,4,1998,1782,385000
2178918186,2016-05-31,2016-05-15,5,multi_family,2,1964,1912,699000
2272680184,2016-07-01,2016-06-22,30,single_family,3,1964,1975,1079900
2300801449,2016-06-22,2016-04-16,25,single_family,3,1942,1220,367000
2310754604,2016-07-19,2016-06-16,28,single_family,4,1966,2848,699950
2354851250,2016-05-17,2016-05-12,5,condo,2,2007,1058,239301
2381247644,,2016-07-22,25,single_family,3,1952,1310,950000
2513036432,2016-07-18,2016-06-23,36,condo,2,1900,1123,1195000
2727915219,,2016-05-12,10,condo,2,1984,1144,648000
2846921577,2016-06-12,2016-05-31,15,condo,1,1973,756,399000
2921404823,2016-05-26,2016-05-12,30,single_family,2,1925,806,499000
1107006271,2016-06-07,2016-04-18,21,single_family,4,1992,2388,775000
1143960206,2016-07-14,2016-07-06,19,single_family,3,1964,1782,633000
1199784588,2016-05-09,2016-04-05,6,single_family,4,1950,1446,529000
1310674399,2015-11-02,2015-09-05,16,single_family,3,1950,974,295000
1358471957,2016-06-13,2016-05-28,11,mobile,2,1971,720,54900
1367194575,,2016-07-29,28,single_family,3,1951,1173,975000
1405163159,2016-06-08,2016-05-04,30,single_family,3,1983,1804,795000
1507028528,,2016-03-10,19,single_family,3,1900,1897,1900000
1593579764,2016-05-03,2016-02-25,10,single_family,3,1970,2007,415000
1648929533,2016-06-17,2016-06-10,23,single_family,4,1956,1610,1149000
1656252702,2016-07-07,2016-07-07,25,single_family,3,2005,2232,409900
1677657142,2016-07-27,2016-07-11,30,single_family,3,1930,1383,889000
1679501788,,2016-08-01,29,land,,,,825000
1753418803,,2016-06-30,23,single_family,5,1885,2838,838888
1755801103,2016-07-12,2016-05-20,24,single_family,3,1920,1344,749900
1791348134,,2016-05-03,18,single_family,2,1929,775,399000
1903769975,,2016-07-22,13,single_family,2,1954,1300,1100000
1936403691,2016-07-02,2016-06-22,15,condo,1,1972,665,299000
1959485708,2016-06-05,2016-05-08,32,multi_family,,1976,2720,1795000
2103981692,,2016-02-29,0,land,,,,189888
2143688235,2016-07-13,2016-06-24,5,condo,2,1971,1090,245000
2332629591,,2016-08-01,1,single_family,2,1900,851,795000
2390728599,2016-04-06,2016-04-04,15,single_family,4,2016,2337,465500
2402737436,2016-07-28,2016-07-15,18,single_family,2,1915,1069,679000
2430174677,2016-06-10,2016-06-02,27,single_family,5,1912,3537,3995000
2463583090,2016-06-01,2016-05-22,18,single_family,5,2003,3303,639000
2493864924,,2016-06-11,23,single_family,3,1976,1331,525000
2503954884,2016-06-18,2016-06-07,26,single_family,3,1935,2481,749000
2533908478,,2016-07-29,26,condo,2,1984,1104,549900
2554991799,2016-07-29,2016-07-15,5,land,,,,249000
2576334455,,2015-10-06,11,land,,1945,,646950
2653925174,,2016-05-20,25,single_family,3,1908,2569,1699000
2803086221,2016-07-01,2016-06-23,11,single_family,2,1947,1067,800000
2828163173,2016-07-23,2016-07-15,27,single_family,4,1975,2075,390000
2895411231,2016-07-09,2016-07-09,7,condo,4,2007,2009,815000
2927705211,2016-06-30,2016-06-20,23,condo,2,1980,1264,679000
1064641497,,2016-07-09,6,single_family,3,1979,1612,680000
1207803064,2016-05-17,2016-05-11,22,condo,3,1991,1614,714900
1270552613,2016-05-19,2016-05-09,22,condo,2,1973,980,335000
1282333756,,2016-05-27,24,condo,1,2004,868,850000
1461958718,,2016-07-22,1,multi_family,6,1963,2352,699000
1465129471,2016-06-10,2016-05-16,12,single_family,2,1928,900,699000
1471546244,2016-06-18,2016-06-07,13,condo,2,2007,1203,570000
1505842070,,2016-05-04,29,single_family,5,2001,4292,2495000
1664301413,2016-07-12,2016-06-06,29,single_family,2,1909,1399,529000
1672712540,,2016-06-21,8,land,,,,845000
1719968933,,2015-11-10,19,single_family,4,2015,3097,672950
1750548132,2016-07-13,2016-07-04,30,single_family,4,2004,2430,460000
1786301885,2016-05-10,2016-04-27,30,single_family,3,1989,2141,749950
1802680771,,2016-02-10,20,land,,1950,,5000000
1827443547,,2016-07-15,2,single_family,4,1949,1920,999888
1846241999,,2016-01-01,36,single_family,3,1990,,2095000
1870895575,,2016-07-13,19,single_family,4,1963,1683,735000
1944689387,2016-05-25,2016-05-19,30,single_family,4,2000,3101,1159900
1983906793,2016-06-17,2016-06-03,24,single_family,4,1973,2250,1999000
2080089793,2016-05-14,2016-04-20,7,single_family,3,1949,1800,990000
2257286079,,2016-06-06,16,single_family,4,1912,3200,2675000
2336912147,2016-06-10,2016-05-29,17,single_family,5,1999,2209,649950
2551638170,2016-05-19,2016-04-27,26,condo,1,1989,690,315000
2572474388,2016-06-17,2016-02-25,16,condo,2,1972,810,309000
2596853468,2016-05-09,2016-04-16,20,single_family,3,1947,1600,225000
2657885971,2016-07-23,2016-06-26,5,single_family,2,1924,704,280000
2664487544,,2015-10-15,22,condo,3,,1487,2575000
2711477546,2016-05-21,2016-05-10,30,single_family,3,1965,1852,989000
2800835955,,2016-02-18,29,condo,2,2009,2706,6350000
2838867058,2016-07-07,2016-06-22,10,condo,4,1971,1474,450000
2931966493,2016-07-28,2016-07-15,21,single_family,2,1947,942,495000
1201393321,2016-08-01,2016-07-21,25,single_family,3,1988,1940,860000
1375728475,,2016-06-27,11,single_family,3,1927,2000,749000
1425701431,2016-03-13,2016-03-13,1,land,,,,249888
1428595884,2016-06-06,2016-05-26,24,condo,3,2009,1382,785000
1487391791,2016-07-25,2016-07-08,29,single_family,4,1964,1936,1100000
1556520145,2016-08-01,2016-07-20,21,single_family,2,1949,980,599000
1562804393,2016-07-26,2016-06-23,29,condo,2,1965,1058,378000
1817266735,2016-05-05,2016-04-19,30,single_family,4,1994,3115,1595000
1872271266,2016-07-01,2016-06-17,30,single_family,3,1939,1930,1198000
1892580439,2016-05-18,2016-03-19,30,single_family,4,1959,1864,927000
1917684357,2016-05-28,2016-05-13,27,condo,2,1900,1330,1195000
1948168356,,2016-06-22,30,single_family,4,1979,3166,1798800
2012576071,,2015-11-06,6,land,,,,350000
2012824766,2016-06-02,2016-04-20,30,single_family,6,2005,7011,2898238
2055915444,2016-06-25,2016-05-30,26,condo,3,1912,1438,995000
2062347199,2016-07-16,2016-07-14,10,condo,1,1969,794,425000
2158077839,2016-07-29,2016-05-11,30,single_family,4,1993,4860,3290000
2169699863,,2016-07-15,22,condo,2,1970,1050,245000
2280915070,2015-10-06,2015-10-01,25,single_family,2,1930,1432,399000
1003424070,,2016-06-17,14,single_family,3,1955,2068,1295000
1045315392,2016-06-12,2016-06-06,25,single_family,3,1968,2010,2198000
1073588472,2016-05-31,2016-04-14,1,single_family,3,1954,892,335000
1153425756,2016-05-11,2016-05-04,25,single_family,3,1949,1350,589900
1295563897,2016-06-02,2016-05-04,19,condo,2,1986,1158,629000
1431252314,2016-05-18,2016-05-08,30,single_family,5,2007,3743,1479000
1495033966,2016-06-06,2016-05-16,22,condo,3,,1290,1395000
1495897505,2016-06-22,2016-04-11,30,single_family,4,1988,4577,2295000
1705910563,2016-07-03,2016-05-18,28,multi_family,8,1963,3505,829000
1800023976,2016-05-26,2016-05-13,28,single_family,3,1925,1389,619000
1831442314,2016-07-15,2016-04-07,30,single_family,4,1957,1668,773000
1993457849,2016-06-01,2016-05-27,21,condo,2,1980,1287,610000
2025141268,2016-05-16,2016-04-07,36,single_family,4,1963,3110,2425000
2038105475,2016-06-23,2016-03-04,5,single_family,3,1900,1700,850000
2087313424,2016-05-21,2016-05-09,30,single_family,3,1960,1320,799900
2168740883,,2016-04-27,36,condo,2,2009,1233,1195000
2207737200,,2016-03-18,25,single_family,5,2006,5134,774990
2243557691,2016-06-01,2016-05-16,25,condo,4,1890,2175,1595000
2293452232,,2016-03-25,1,single_family,3,1977,1440,749000
2350817786,2016-06-30,2016-06-23,31,condo,3,1989,,659000
2390790355,2016-05-30,2016-05-20,1,single_family,3,1941,1577,598000
2469465820,,2016-06-13,11,single_family,4,2016,,425000
2472307202,2016-05-19,2016-05-19,24,single_family,5,2008,2814,559900
2492672414,2016-06-26,2016-06-17,12,single_family,3,1964,1227,565000
2525196471,,2016-07-02,30,single_family,3,1934,2109,779000
2535981798,2016-05-24,2016-05-12,28,condo,2,1988,1443,785000
2701584401,2016-07-26,2016-07-22,9,single_family,3,1893,1289,385000
2719980142,2016-06-25,2016-06-16,12,single_family,3,1952,1403,279950
2773887575,2016-06-10,2016-06-01,14,condo,2,1982,1171,399888
2894880980,2016-04-26,2016-04-15,14,single_family,3,1928,1450,689000
1108813012,2016-07-21,2016-07-08,15,single_family,3,1968,1880,350000
1111642136,2016-06-02,2016-04-30,30,single_family,4,2000,4166,2595000
1120080961,,2016-07-14,22,single_family,3,1922,1172,810000
1148927980,,2016-05-06,36,single_family,5,1988,3957,1396500
1256999213,,2016-07-18,19,condo,2,1986,900,359000
1305491284,,2016-04-28,15,single_family,3,1995,1995,680000
1411081290,,2016-07-22,22,single_family,3,1955,1831,980000
1555227148,2016-05-26,2016-04-26,30,single_family,4,1978,2276,699900
1620827466,2016-06-20,2016-03-18,30,condo,2,1966,1300,549500
1623093535,,2016-07-18,26,single_family,4,1965,2470,2895000
1635776581,2016-05-10,2016-04-01,11,multi_family,5,1969,9820,4998000
1810578644,,2016-02-11,29,single_family,4,1992,4042,1750000
2009565815,2016-05-20,2016-05-11,27,condo,3,2000,1462,749800
2149065903,2016-07-18,2016-07-08,30,single_family,4,1994,2065,420000
2162584759,2016-06-16,2016-06-09,24,condo,3,1974,1600,1068000
2263368495,2016-06-08,2016-05-31,19,condo,2,2015,1504,699000
2283329895,2016-06-27,2016-06-16,35,condo,3,2015,1714,1349000
2482703178,,2016-08-01,15,single_family,5,2009,3598,1169000
2515420016,2016-05-04,2016-04-27,28,single_family,3,2001,2457,995000
2541245314,,2016-07-13,30,single_family,4,2001,2457,989900
2543474941,,2016-05-25,3,land,,,,250000
2567040011,,2016-04-20,23,single_family,3,2008,2156,2560000
2579399035,2016-07-12,2016-06-24,13,single_family,6,2004,3290,539900
2636867428,,2016-05-09,1,land,,1976,,199000
2713372698,2016-07-03,2016-05-25,19,single_family,3,1974,1420,530000
2729016170,,2016-03-24,0,single_family,2,1907,890,355000
2850648171,2016-06-20,2016-05-20,29,single_family,2,1896,863,449000
1015476347,2016-05-17,2016-03-30,10,condo,2,1963,816,359000
1026750960,2016-06-05,2016-04-21,10,single_family,5,2008,3763,1135000
1100730307,2016-05-18,2016-05-03,24,single_family,5,2000,3598,1265900
1159373479,2016-05-01,2016-03-16,27,single_family,5,2005,4118,1565000
1182011883,2016-07-22,2016-07-12,26,single_family,3,1968,1720,759950
1236675487,2016-06-15,2016-05-30,28,condo,3,1906,1291,1295000
1241286099,,2016-06-26,11,condo,2,1989,,550000
1340373397,,2016-05-20,36,single_family,2,1927,2274,2950000
1375648532,2016-05-14,2016-02-24,28,single_family,2,1982,1392,489888
1411332002,2016-06-27,2016-06-25,31,condo,3,1989,1582,769000
1482441198,2016-04-30,2015-12-02,18,single_family,5,2007,3297,550000
1489344172,2016-05-21,2016-05-06,16,single_family,3,1940,1890,1249000
1505463480,2016-06-22,2016-06-12,14,single_family,3,1957,1198,380000
1821948609,2016-05-11,2016-05-04,18,single_family,3,1977,2460,1275000
1843711797,,2016-04-06,12,single_family,2,1935,1920,1625000
1874854875,2016-06-20,2016-05-28,30,single_family,4,1964,2439,895000
1928569649,2016-05-27,2016-05-12,30,single_family,5,2004,2255,725000
2008640679,2016-06-26,2016-03-31,21,single_family,3,1927,1115,799000
2056028160,,2016-06-29,30,land,,,,160000
2166709478,2016-03-17,2016-02-24,28,single_family,4,1994,2411,1058000
2256019158,2016-05-25,2016-05-17,30,single_family,5,1988,1799,379000
2350793818,2016-06-28,2016-06-04,23,condo,3,1974,1179,539000
2369265158,,2016-06-16,13,single_family,4,2016,2531,589780
2475769053,2016-07-22,2016-07-12,26,single_family,5,2001,2763,459000
2535391654,2016-08-01,2016-07-15,26,condo,2,1967,851,489000
2733992136,2016-07-13,2016-05-26,11,single_family,3,1952,,275000
